AverageAngleError,MaxAngularError,MaxBusVoltage,MaxGyroCurrent,MaxTemperature,MinBatteryCharge,MinBusVoltage,PV_Panels,bomCost,BattCap,GyroSize
0.08511526,1.756799246,27.02979686,0.763390409,None,100,4.357886204,3,235066,219.6104236,72.50749699
0.085115244,1.756795881,27.02979493,10.12385475,None,100,4.210960502,3,235066,69.67911874,961.503008
0.085115259,1.756795649,27.02979489,5.099072596,None,100,4.277433398,3,235066,147.4868166,484.6222227
0.085115248,1.756794403,27.02979503,3.521088768,None,100,4.339556135,3,235066,203.7378546,334.412838
0.085115178,1.756796673,27.02979635,5.806258416,None,100,4.65004667,3,235066,488.8228811,551.47551
0.085115328,1.756800014,27.02979492,6.866573298,None,100,4.334270873,3,235066,199.3750529,652.0123619
0.085115165,1.756797697,27.02979507,9.833056293,None,100,4.306957834,3,235066,175.1545505,933.8839276
0.085115228,1.756796287,27.02979495,6.730523313,None,100,4.204114576,3,235066,52.5201492,638.3485517
0.08511524,1.756805102,27.02979485,1.532016192,None,100,4.315559046,3,235066,182.3314128,145.5035289
0.085115285,1.75679549,27.02979606,1.102898205,None,100,4.561359342,3,235066,401.7307562,104.7468975
0.085115246,1.756794925,27.02979788,4.53095579,None,100,4.478239571,3,235066,325.8799494,430.3364843
0.085115342,1.756795813,27.0298018,8.083514262,None,100,4.512701101,3,235066,357.6946529,767.7265433
0.085115232,1.756799166,27.02979762,5.36721149,None,100,4.524149438,3,235066,367.787039,509.6358725
0.08511522,1.756796191,27.02979902,5.415825704,None,100,4.417968695,3,235066,272.5054175,514.1275095
0.085115237,1.756795418,27.02979485,4.744557276,None,100,4.238289219,3,235066,107.3080975,450.6111393
0.085115293,1.756796028,27.0297972,2.29520351,None,100,4.434960259,3,235066,286.9998324,218.0549833
0.085115215,1.756799041,27.02979502,6.761530007,None,100,4.214290826,3,235066,75.5398103,641.7724369
0.085115226,1.756796147,27.02979483,7.052778897,None,100,4.383733505,3,235066,242.7498668,669.9334576
0.085115322,1.756797043,27.02979682,5.961322046,None,100,4.554460298,3,235066,396.1775071,566.3449904
0.085115274,1.756795308,27.02979681,6.123483901,None,100,4.486375566,3,235066,333.3667374,581.5727535
0.08511527,1.756795877,27.02979652,1.720330474,None,100,4.541023334,3,235066,382.842877,163.3861613
0.085115274,1.756796047,27.02979673,9.790122012,None,100,4.526196372,3,235066,370.4940012,929.804655
0.08511524,1.756796333,27.02979487,3.754016275,None,100,4.25295415,3,235066,123.1846535,355.7423685
0.085115183,1.756801181,27.02979649,3.323483244,None,100,4.380450712,3,235066,239.4791691,315.6309956
0.085115191,1.756795342,27.0297948,5.76460967,None,100,4.210337825,3,235066,68.39259285,547.4775229
0.08511529,1.756798022,27.02979492,7.040082218,None,100,4.346243261,3,235066,209.8547954,668.7239536
0.085115303,1.756795404,27.02979597,9.209515281,None,100,4.396622977,3,235066,254.1313519,874.6697836
0.085115264,1.756797387,27.02979686,2.372163252,None,100,4.605968797,3,235066,444.5764585,225.2858132
0.085115177,1.756796609,27.02979494,9.506169302,None,100,4.205853987,3,235066,58.16682995,904.079025
0.085115221,1.75679502,27.02979667,7.976296865,None,100,4.512418296,3,235066,357.4423693,757.5398301
0.085115289,1.756797527,27.02979505,8.276795473,None,100,4.282204,3,235066,152.1712132,786.2667915
0.085115239,1.756793189,27.02979498,10.16357907,None,100,4.354757032,3,235066,217.6634298,965.2790143
0.085115291,1.756795661,27.02979514,3.000305288,None,100,4.550166365,3,235066,391.6281736,284.9529063
0.085115231,1.756799634,27.02979494,6.493265363,None,100,4.218539036,3,235066,82.24533508,616.6785207
0.085115242,1.756796043,27.02979496,3.704818663,None,100,4.232282486,3,235066,100.205137,351.8631493
0.085115221,1.756797456,27.02979733,6.384155135,None,100,4.454660132,3,235066,304.9422048,606.3418721
0.085115286,1.756796191,27.02979555,8.433342327,None,100,4.215757086,3,235066,78.01120363,800.9310908
0.085115185,1.756797948,27.02979538,9.566150002,None,100,4.219277556,3,235066,83.4061037,908.4876114
0.085115223,1.756800769,27.02979504,7.742301212,None,100,4.336577884,3,235066,201.4071541,735.010605
0.085115117,1.756795722,27.02979726,1.370373353,None,100,4.62005154,3,235066,458.0673723,130.0379273
0.08511523,1.756795929,27.02979481,5.548587006,None,100,4.280982347,3,235066,150.853131,526.3766261
0.085115248,1.756795024,27.02979705,5.158703843,None,100,4.610145422,3,235066,449.2683466,489.934391
0.085115325,1.756798327,27.02979605,8.942448084,None,100,4.605218437,3,235066,445.3919782,849.3936237
0.085115205,1.756797769,27.02979703,8.39749462,None,100,4.558278822,3,235066,400.2111018,796.7750349
0.085115246,1.756798883,27.02979484,4.749884728,None,100,4.218666561,3,235066,82.30721537,451.1029326
0.085115334,1.756796102,27.02979623,8.081276796,None,100,4.441140559,3,235066,293.2016363,767.5117805
0.085115189,1.75679817,27.02979509,3.69586909,None,100,4.221982875,3,235066,87.0065891,350.9381479
0.085115183,1.756797779,27.02979498,5.696253798,None,100,4.312147328,3,235066,179.5888049,541.1889217
0.085115103,1.756797248,27.02979617,3.331864793,None,100,4.569520066,3,235066,409.8278803,316.4340261
0.085115236,1.756797184,27.02979483,1.864387368,None,100,4.299276708,3,235066,167.6934907,176.9743188
0.085115182,1.756800819,27.02979687,4.86417732,None,100,4.491360509,3,235066,337.7045392,461.9431861
0.085115215,1.756795432,38.02796982,3.402468083,None,100,4.462617629,4,249066,221.6772244,323.2617321
0.085115344,1.756795826,38.02796733,6.403167279,None,100,4.512848987,4,249066,279.6437503,608.1489245
0.085115282,1.756797146,38.02796898,7.882748303,None,100,4.549654975,4,249066,319.2758629,748.016527
0.08511516,1.756796347,38.02797007,8.031096967,None,100,4.704998237,4,249066,478.8119276,764.4033362
0.085115197,1.756796034,38.02796704,0.963608968,None,100,4.42933462,4,249066,177.2863341,91.51802257
0.085115259,1.756796047,38.02796971,1.486817983,None,100,4.576900241,4,249066,347.2167462,141.208014
0.085115232,1.756802097,38.02796965,1.575309614,None,100,4.709042138,4,249066,481.7974903,149.6209522
0.08511524,1.756795769,38.02796929,1.387109002,None,100,4.562537189,4,249066,332.2499026,131.7387635
0.085115162,1.756795495,38.02796973,1.002563312,None,100,4.718193849,4,249066,490.9475178,95.21726652
0.085115187,1.756795631,38.02797125,0.642184622,None,100,4.571805054,4,249066,341.8517259,60.99200418
0.085115248,1.756796035,38.02796917,5.223619034,None,100,4.468971662,4,249066,229.5096907,496.1403516
0.08511515,1.756796917,38.02796712,1.80161926,None,100,4.52766745,4,249066,295.2945814,171.1062401
0.085115265,1.756795917,38.02797152,3.518429668,None,100,4.587214213,4,249066,358.110712,334.1834579
0.085115186,1.756797727,38.02796706,1.720068295,None,100,4.421692684,4,249066,165.6886543,163.36736
0.085115189,1.756796137,38.02796959,1.669668458,None,100,4.634343009,4,249066,406.09634,158.5742873
0.085115196,1.756794403,38.02796764,5.167702412,None,100,4.456910591,4,249066,214.7492215,490.7989765
0.085115243,1.756797197,38.02796904,1.637690997,None,100,4.461226247,4,249066,219.8756214,155.5180528
0.085115267,1.756795589,38.0279672,10.45394399,None,100,4.452414308,4,249066,209.3504484,992.9291054
0.085115264,1.756795268,38.02796714,3.249169502,None,100,4.384444102,4,249066,51.69087417,308.5881046
0.085115306,1.756795737,38.02796703,1.689880934,None,100,4.384502411,4,249066,54.00424357,160.6787754
0.085115233,1.756796174,38.02796751,1.572265167,None,100,4.384926742,4,249066,63.37852574,148.6144944
0.085115113,1.756800068,38.02796703,2.469993645,None,100,4.409233658,4,249066,144.4415117,234.5770986
0.085115227,1.756795945,38.02796712,8.969535683,None,100,4.384463516,4,249066,53.94163601,850.7556766
0.085115251,1.756796737,38.02797143,4.560574811,None,100,4.513975518,4,249066,280.7546994,432.6642877
0.085115363,1.756798047,38.02796845,7.048247443,None,100,4.506833689,4,249066,273.0033697,669.6483396
0.085115324,1.756797975,38.02796917,7.547498308,None,100,4.504159799,4,249066,270.0902469,716.8166238
0.085115282,1.756797668,38.02796896,9.148751126,None,100,4.568010147,4,249066,338.6901537,869.2884659
0.085115175,1.75679534,38.02796953,4.895826814,None,100,4.582648659,4,249066,353.5109669,464.8832018
0.085115261,1.756795978,38.02796895,4.714436255,None,100,4.499867959,4,249066,265.1105513,447.818241
0.085115257,1.756797975,38.02796708,1.491899737,None,100,4.41853713,4,249066,160.5762063,141.6964046
0.085115162,1.756794753,38.02796987,3.195063186,None,100,4.662566994,4,249066,434.984185,303.4418194
0.085115255,1.756796087,38.02796729,9.363539502,None,100,4.412545305,4,249066,150.7574364,889.2958738
0.085115199,1.756800665,38.0279671,10.06145089,None,100,4.385517472,4,249066,70.87806251,955.5751254
0.08511525,1.75679691,38.02796936,8.244732216,None,100,4.530068468,4,249066,298.456424,783.0401959
0.085115251,1.756802993,38.02796961,1.952870044,None,100,4.551091005,4,249066,320.3038165,185.4601189
0.085115314,1.756802003,38.02797024,4.806369597,None,100,4.479385357,4,249066,241.7932224,456.523081
0.085115241,1.756797679,38.02796728,9.592073612,None,100,4.398999765,4,249066,123.1308728,910.3414365
0.085115157,1.756796427,38.02796715,8.723921371,None,100,4.385756975,4,249066,73.26323127,828.6926433
0.085115265,1.756795459,38.02796707,6.050040619,None,100,4.385115139,4,249066,66.28667212,574.588778
0.085115213,1.756796302,38.02796747,9.642747478,None,100,4.387393627,4,249066,84.45468517,915.909841
0.08511524,1.756798072,38.02796702,5.159955233,None,100,4.420299862,4,249066,163.6766553,490.0313305
0.085115244,1.756800143,38.02796718,8.278978195,None,100,4.407406665,4,249066,141.1311378,785.2390289
0.085115371,1.756795694,38.02796937,10.14748919,None,100,4.681600773,4,249066,455.3777308,963.7520055
0.085115207,1.756796904,38.02796712,1.766013755,None,100,4.384529774,4,249066,55.23358948,167.8666162
0.085115285,1.756796085,38.02796961,0.845404459,None,100,4.628196408,4,249066,399.7028055,80.29197788
0.085115273,1.756800015,38.02796817,9.131767905,None,100,4.39641466,4,249066,116.7123966,867.2796106
0.085115271,1.756797039,38.02796817,6.560012754,None,100,4.463925162,4,249066,223.4785689,623.0370091
0.085115295,1.756796973,38.02797002,9.865996035,None,100,4.54296466,4,249066,312.4287526,937.017141
0.085115283,1.756795193,38.02796714,1.33724016,None,100,4.411836238,4,249066,149.1190142,127.0035501
0.085115296,1.756797001,38.02796717,7.608680286,None,100,4.398572386,4,249066,122.1456404,722.6267178
0.085115264,1.756796464,38.02796985,7.519332071,None,100,4.612214027,4,249066,384.1598956,714.1372103
0.085115202,1.756798602,38.02796888,9.86837403,None,100,4.664671906,4,249066,438.145107,937.162656
0.085115163,1.756796302,38.0279694,8.893227375,None,100,4.686480662,4,249066,460.1282488,844.627692
0.085115254,1.756797013,38.02797122,8.647424329,None,100,4.671638084,4,249066,444.9742745,821.1459879
0.085115156,1.756797697,38.02796709,4.533189119,None,100,4.395553035,4,249066,114.2287618,430.5343919
0.085115259,1.756795782,38.02796851,8.1704029,None,100,4.581745496,4,249066,352.8892718,775.979014
0.085115227,1.756796843,38.02796734,2.412079415,None,100,4.412428232,4,249066,150.2539749,228.8228879
0.085115283,1.756798169,38.02796742,3.905024474,None,100,4.468828425,4,249066,229.2326516,370.876531
0.085115317,1.756796625,38.0279692,7.048829988,None,100,4.59765758,4,249066,369.2244793,669.4524523
0.085115256,1.756796729,38.0279688,10.42248125,None,100,4.551439288,4,249066,321.4462328,989.6859421
0.08511524,1.756796157,38.02796702,0.800110364,None,100,4.401039828,4,249066,127.5173353,75.98972245
0.085115249,1.7567978,38.02796906,9.631751042,None,100,4.55945863,4,249066,329.7846645,914.7671072
0.085115246,1.756796073,38.02796961,7.523367079,None,100,4.387223106,4,249066,83.40849162,714.8163268
0.085115259,1.756796419,38.02796924,2.010584814,None,100,4.65616375,4,249066,428.3318683,190.9275943
0.085115246,1.756796468,38.02796891,7.331386187,None,100,4.712200422,4,249066,486.0157845,696.1830301
0.085115286,1.756795134,38.02796738,8.186153451,None,100,4.409485935,4,249066,145.057952,777.4516418
0.085115161,1.756796423,38.02796999,6.611809682,None,100,4.681907976,4,249066,455.150475,627.9493542
0.085115219,1.75679994,38.02796807,3.944326498,None,100,4.386671868,4,249066,79.88446568,374.6322159
0.085115295,1.756795304,38.02796949,8.401423367,None,100,4.538121975,4,249066,307.1012866,797.9185229
0.085115225,1.756798736,38.02796732,2.557855623,None,100,4.396611908,4,249066,117.0100692,242.8324077
0.085115255,1.756799781,38.02796715,3.541878809,None,100,4.434158761,4,249066,184.3981079,336.5235346
0.085115322,1.756797347,38.02796712,3.967512576,None,100,4.477480525,4,249066,239.4999936,376.7615374
0.085115292,1.756796498,38.0279689,5.230555985,None,100,4.551339433,4,249066,320.8233715,496.7677082
0.085115262,1.756803789,38.02796966,9.343305007,None,100,4.639443882,4,249066,412.2860116,887.3592937
0.085115268,1.756798705,38.02796746,10.19747394,None,100,4.465493589,4,249066,225.5814034,968.4886564
0.085115287,1.756803334,38.02797019,1.948333603,None,100,4.666008889,4,249066,438.3569539,185.0287085
0.085115317,1.756795972,38.0279671,4.142694617,None,100,4.435579792,4,249066,186.42711,393.449533
0.085115179,1.756797842,38.02796703,1.526429336,None,100,4.424236022,4,249066,169.6249913,144.7980654
0.085115214,1.756796463,38.02796923,2.373487121,None,100,4.463454058,4,249066,222.6515335,225.4179338
0.085115188,1.756796668,38.02796733,8.311103443,None,100,4.399800942,4,249066,125.0893414,789.3033397
0.085115242,1.75679564,38.02797041,3.168629748,None,100,4.722008028,4,249066,495.2119239,300.927685
0.08511523,1.756796339,38.02796699,0.949500145,None,100,4.414468998,4,249066,153.7372663,90.1777477
0.085115239,1.756796065,38.02796711,4.709613958,None,100,4.413654886,4,249066,152.5047265,447.2907815
0.085115165,1.756799283,38.02797016,1.702123129,None,100,4.593888906,4,249066,364.7584524,161.5064318
0.085115157,1.756800479,38.02797083,3.54546983,None,100,4.60358762,4,249066,374.9309961,336.7401508
0.085115253,1.756798977,38.02796712,6.324985697,None,100,4.390821523,4,249066,99.50930597,600.0366482
0.085115222,1.756795879,38.02796737,3.934549801,None,100,4.412049125,4,249066,149.5674347,373.6809548
0.085115277,1.756797186,38.0279693,9.421048622,None,100,4.53537021,4,249066,304.2455335,894.7079105
0.085115263,1.756797492,38.02796876,3.760299941,None,100,4.505865763,4,249066,271.7636444,357.0106392
0.085115293,1.756795544,38.02796719,3.322520887,None,100,4.397392439,4,249066,118.9672551,315.5283137
0.085115281,1.756796289,38.02796942,2.342574716,None,100,4.384704085,4,249066,59.39356943,222.4760152
0.085115265,1.756797366,38.02796724,9.018463014,None,100,4.414532091,4,249066,154.1770747,856.4915765
0.085115284,1.756796377,38.0279673,7.341549409,None,100,4.43377116,4,249066,184.0295013,697.2535692
0.085115207,1.756800603,38.02797054,4.930513832,None,100,4.567163217,4,249066,337.4075998,468.2990207
0.085115225,1.756796749,38.02796955,5.603116753,None,100,4.70731985,4,249066,480.774502,532.2627237
0.085115268,1.756796335,38.02796921,4.818834526,None,100,4.612981158,4,249066,384.6923912,457.6638301
0.085115157,1.756801968,38.02796885,4.725017646,None,100,4.511693699,4,249066,278.2339407,448.7490711
0.085115227,1.756795456,38.02797037,1.886329119,None,100,4.720574716,4,249066,493.5357465,179.1528321
0.085115161,1.756798397,38.02796875,9.972481457,None,100,4.517661641,4,249066,285.1478532,947.1452358
0.085115216,1.75679834,38.02797008,8.818442022,None,100,4.459403324,4,249066,218.1146274,837.660466
